state,numcol,yieldpercol,totalprod,stocks,priceperlb,prodvalue,year
SD,265000.0,56,14840000.0,6381000.0,2.06,30570000.0,2013
TN,7000.0,45,315000.0,63000.0,3.58,1128000.0,2013
TX,106000.0,59,6254000.0,1689000.0,2.12,13258000.0,2013
UT,30000.0,34,1020000.0,92000.0,2.07,2111000.0,2013
VT,3000.0,51,153000.0,46000.0,3.31,506000.0,2013
VA,5000.0,35,175000.0,42000.0,4.23,740000.0,2013
WA,69000.0,39,2691000.0,1023000.0,2.21,5947000.0,2013
WV,6000.0,46,276000.0,83000.0,3.56,983000.0,2013
WI,59000.0,60,3540000.0,1558000.0,2.31,8177000.0,2013
WY,47000.0,66,3102000.0,558000.0,2.11,6545000.0,2013
AL,7000.0,53,371000.0,26000.0,3.4,1261000.0,2014
AZ,26000.0,39,1014000.0,193000.0,2.02,2048000.0,2014
AR,21000.0,65,1365000.0,137000.0,2.0,2730000.0,2014
CA,320000.0,39,12480000.0,2995000.0,2.03,25334000.0,2014
CO,27000.0,37,999000.0,200000.0,2.0,1998000.0,2014
FL,245000.0,60,14700000.0,1029000.0,2.08,30576000.0,2014
GA,73000.0,62,4526000.0,362000.0,2.19,9912000.0,2014
HI,15000.0,93,1395000.0,140000.0,2.28,3181000.0,2014
ID,100000.0,34,3400000.0,850000.0,2.03,6902000.0,2014
IL,8000.0,49,392000.0,94000.0,4.41,1729000.0,2014
IN,5000.0,62,310000.0,115000.0,3.24,1004000.0,2014
IA,35000.0,43,1505000.0,933000.0,2.51,3778000.0,2014
KS,7000.0,75,525000.0,84000.0,2.33,1223000.0,2014
KY,5000.0,47,235000.0,56000.0,3.93,924000.0,2014
LA,48000.0,84,4032000.0,524000.0,2.26,9112000.0,2014
ME,8000.0,47,376000.0,41000.0,5.36,2015000.0,2014
MI,91000.0,63,5733000.0,1835000.0,2.5,14333000.0,2014
MN,132000.0,60,7920000.0,1426000.0,2.06,16315000.0,2014
MS,20000.0,112,2240000.0,45000.0,2.01,4502000.0,2014
MO,12000.0,47,564000.0,96000.0,3.57,2013000.0,2014
MT,162000.0,88,14256000.0,5132000.0,2.05,29225000.0,2014
NE,50000.0,75,3750000.0,1688000.0,2.1,7875000.0,2014
NJ,12000.0,30,360000.0,119000.0,2.98,1073000.0,2014
NY,60000.0,55,3300000.0,1518000.0,2.72,8976000.0,2014
NC,12000.0,43,516000.0,88000.0,3.47,1791000.0,2014
ND,490000.0,86,42140000.0,9271000.0,2.0,84280000.0,2014
OH,15000.0,61,915000.0,256000.0,3.52,3221000.0,2014
OR,71000.0,40,2840000.0,767000.0,2.19,6220000.0,2014
PA,17000.0,46,782000.0,203000.0,2.75,2151000.0,2014
SC,9000.0,54,486000.0,19000.0,3.83,1861000.0,2014
SD,280000.0,87,24360000.0,5846000.0,2.09,50912000.0,2014
TN,7000.0,63,441000.0,88000.0,3.23,1424000.0,2014
TX,116000.0,78,9048000.0,2081000.0,2.23,20177000.0,2014
UT,29000.0,28,812000.0,130000.0,2.13,1730000.0,2014
VT,3000.0,58,174000.0,61000.0,5.03,875000.0,2014
VA,6000.0,41,246000.0,57000.0,5.07,1247000.0,2014
WA,68000.0,44,2992000.0,1167000.0,2.48,7420000.0,2014
WV,6000.0,31,186000.0,33000.0,4.04,751000.0,2014
WI,53000.0,54,2862000.0,1030000.0,2.32,6640000.0,2014
WY,38000.0,61,2318000.0,255000.0,2.06,4775000.0,2014
AL,7000.0,47,329000.0,13000.0,3.83,1260000.0,2015
AZ,26000.0,49,1274000.0,306000.0,2.17,2765000.0,2015
AR,24000.0,72,1728000.0,121000.0,2.02,3491000.0,2015
CA,275000.0,30,8250000.0,1485000.0,2.04,16830000.0,2015
CO,29000.0,51,1479000.0,399000.0,2.18,3224000.0,2015
FL,220000.0,54,11880000.0,832000.0,1.97,23404000.0,2015
GA,69000.0,40,2760000.0,221000.0,2.42,6679000.0,2015
HI,14000.0,102,1428000.0,71000.0,1.95,2785000.0,2015
ID,89000.0,32,2848000.0,1082000.0,1.92,5468000.0,2015
IL,8000.0,51,408000.0,155000.0,4.32,1763000.0,2015
IN,6000.0,53,318000.0,165000.0,3.38,1075000.0,2015
IA,36000.0,50,1800000.0,990000.0,2.33,4194000.0,2015
KS,8000.0,36,288000.0,107000.0,3.52,1014000.0,2015
KY,5000.0,46,230000.0,55000.0,3.86,888000.0,2015
LA,44000.0,99,4356000.0,348000.0,1.93,8407000.0,2015
ME,10000.0,47,470000.0,47000.0,5.51,2590000.0,2015
MI,90000.0,58,5220000.0,1984000.0,2.43,12685000.0,2015
MN,122000.0,68,8296000.0,2157000.0,1.83,15182000.0,2015
MS,15000.0,83,1245000.0,87000.0,2.64,3287000.0,2015
MO,10000.0,52,520000.0,52000.0,3.5,1820000.0,2015
MT,146000.0,83,12118000.0,3757000.0,1.94,23509000.0,2015
NE,57000.0,48,2736000.0,1450000.0,2.02,5527000.0,2015
NJ,12000.0,27,324000.0,207000.0,4.2,1361000.0,2015
NY,58000.0,62,3596000.0,899000.0,2.94,10572000.0,2015
NC,12000.0,45,540000.0,103000.0,4.52,2441000.0,2015
ND,490000.0,74,36260000.0,9428000.0,1.8,65268000.0,2015
OH,17000.0,50,850000.0,357000.0,4.08,3468000.0,2015
OR,71000.0,38,2698000.0,809000.0,2.52,6799000.0,2015
PA,17000.0,53,901000.0,225000.0,3.63,3271000.0,2015
SC,14000.0,67,938000.0,38000.0,4.09,3836000.0,2015
SD,290000.0,66,19140000.0,9379000.0,1.79,34261000.0,2015
TN,7000.0,59,413000.0,78000.0,4.07,1681000.0,2015
